date,open,high,low,close,adj_close,volume,symbol,name,region,currency,source
2019-01-02,7259.490234,7266.470215,7136.950195,7149.27002,7149.27002,62800.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-03,7134.149902,7217.830078,7081.830078,7089.439941,7089.439941,72000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-04,7022.120117,7284.839844,7011.330078,7284.839844,7284.839844,104000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-07,7333.319824,7409.379883,7303.459961,7400.200195,7400.200195,105700.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-08,7381.609863,7412.189941,7361.410156,7391.649902,7391.649902,92400.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-09,7425.640137,7552.200195,7404.490234,7447.930176,7447.930176,109600.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-10,7442.700195,7491.689941,7415.279785,7428.609863,7428.609863,87800.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-11,7441.180176,7490.169922,7404.310059,7474.009766,7474.009766,82100.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-14,7473.879883,7488.359863,7394.959961,7409.200195,7409.200195,83000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-15,7403.790039,7549.660156,7386.149902,7547.350098,7547.350098,90600.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-16,7545.350098,7586.660156,7518.709961,7540.450195,7540.450195,89100.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-17,7534.040039,7545.810059,7463.990234,7470.359863,7470.359863,85100.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-18,7486.950195,7584.759766,7479.660156,7581.390137,7581.390137,96400.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-21,7591.189941,7661.620117,7578.490234,7626.240234,7626.240234,90400.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-22,7615.799805,7615.799805,7493.779785,7516.790039,7516.790039,77600.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-23,7493.069824,7542.649902,7489.319824,7523.77002,7523.77002,65000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-24,7537.5,7604.990234,7485.240234,7573.52002,7573.52002,82000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-25,7581.290039,7657.029785,7554.549805,7595.450195,7595.450195,89000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-28,7641.290039,7704.850098,7569.77002,7589.580078,7589.580078,84200.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-29,7575.430176,7578.129883,7428.399902,7551.299805,7551.299805,88100.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-30,7518.029785,7580.220215,7470.359863,7470.470215,7470.470215,70200.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-01-31,7485.790039,7552.560059,7428.859863,7479.220215,7479.220215,89900.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-01,7524.669922,7684.109863,7517.830078,7684.0,7684.0,89500.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-11,7695.169922,7922.540039,7695.169922,7919.049805,7919.049805,105000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-12,7915.060059,8027.629883,7903.899902,8010.069824,8010.069824,131700.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-13,8029.970215,8191.97998,8016.779785,8171.209961,8171.209961,159300.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-14,8182.319824,8260.330078,8141.100098,8219.959961,8219.959961,159700.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-15,8198.450195,8223.639648,8117.509766,8125.629883,8125.629883,153800.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-18,8187.890137,8446.919922,8187.890137,8446.919922,8446.919922,194400.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-19,8480.759766,8537.349609,8350.860352,8440.870117,8440.870117,204000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-20,8443.980469,8488.469727,8372.959961,8473.429688,8473.429688,168300.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-21,8467.150391,8619.620117,8416.169922,8451.709961,8451.709961,198600.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-22,8431.55957,8651.200195,8393.860352,8651.200195,8651.200195,195800.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-25,8804.969727,9134.580078,8785.419922,9134.580078,9134.580078,315600.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-26,9162.919922,9276.450195,9036.75,9089.040039,9089.040039,342700.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-27,9062.969727,9158.200195,8901.719727,9005.769531,9005.769531,258600.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-02-28,9001.179688,9097.400391,8970.650391,9031.929688,9031.929688,188200.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-01,9111.959961,9167.650391,9005.490234,9167.650391,9167.650391,189700.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-04,9280.650391,9567.150391,9260.730469,9384.419922,9384.419922,295500.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-05,9366.769531,9595.740234,9328.0,9595.740234,9595.740234,256600.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-06,9640.950195,9707.919922,9518.709961,9700.490234,9700.490234,323200.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-07,9685.299805,9782.219727,9546.55957,9678.110352,9678.110352,313300.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-08,9447.599609,9726.299805,9346.730469,9363.719727,9363.719727,343000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-11,9425.799805,9704.330078,9370.379883,9704.330078,9704.330078,263400.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-12,9766.5,9928.200195,9683.070312,9841.240234,9841.240234,304000.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
2019-03-13,9828.150391,9828.150391,9534.330078,9592.05957,9592.05957,269300.0,399001.SZ,Shenzhen Component,China,CNY,Yahoo Finance chart API
