date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2026-01-05,4717.75,13.49,33.04,21.04,14.24,1.48,4.01,2.41,7.412898,csi_300,CSI 300,Legulegu via AkShare
2026-01-06,4790.69,13.66,33.65,21.73,14.43,1.51,4.08,2.47,7.320644,csi_300,CSI 300,Legulegu via AkShare
2026-01-07,4776.67,13.58,33.59,21.46,14.35,1.5,4.08,2.46,7.36377,csi_300,CSI 300,Legulegu via AkShare
2026-01-08,4737.65,13.49,33.54,21.28,14.25,1.49,4.06,2.45,7.412898,csi_300,CSI 300,Legulegu via AkShare
2026-01-09,4758.92,13.54,33.85,21.82,14.31,1.49,4.11,2.45,7.385524,csi_300,CSI 300,Legulegu via AkShare
2026-01-12,4789.92,13.6,34.45,21.91,14.37,1.5,4.19,2.46,7.352941,csi_300,CSI 300,Legulegu via AkShare
2026-01-13,4761.03,13.59,33.94,21.66,14.35,1.5,4.11,2.46,7.358352,csi_300,CSI 300,Legulegu via AkShare
2026-01-14,4741.93,13.48,34.0,21.85,14.25,1.49,4.13,2.46,7.418398,csi_300,CSI 300,Legulegu via AkShare
2026-01-15,4751.43,13.46,34.03,21.89,14.23,1.48,4.12,2.45,7.429421,csi_300,CSI 300,Legulegu via AkShare
2026-01-16,4731.87,13.38,34.06,22.05,14.14,1.48,4.11,2.46,7.473842,csi_300,CSI 300,Legulegu via AkShare
2026-01-19,4734.46,13.37,34.18,22.19,14.13,1.47,4.11,2.47,7.479432,csi_300,CSI 300,Legulegu via AkShare
2026-01-20,4718.88,13.4,34.08,22.09,14.15,1.47,4.06,2.5,7.462687,csi_300,CSI 300,Legulegu via AkShare
2026-01-21,4723.07,13.35,34.39,22.22,14.1,1.47,4.11,2.5,7.490637,csi_300,CSI 300,Legulegu via AkShare
2026-01-22,4723.71,13.34,34.52,22.13,14.09,1.47,4.14,2.51,7.496252,csi_300,CSI 300,Legulegu via AkShare
2026-01-23,4702.5,13.25,35.59,22.23,14.0,1.46,4.12,2.51,7.54717,csi_300,CSI 300,Legulegu via AkShare
2026-01-26,4706.96,13.32,35.31,22.04,14.08,1.46,4.1,2.51,7.507508,csi_300,CSI 300,Legulegu via AkShare
