date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2013-01-04,2524.41,10.58,28.78,20.19,11.11,1.63,2.83,2.08,9.451796,csi_300,CSI 300,Legulegu via AkShare
2013-01-07,2535.99,10.6,28.96,20.41,11.13,1.64,2.84,2.08,9.433962,csi_300,CSI 300,Legulegu via AkShare
2013-01-08,2525.33,10.52,28.15,20.7,11.05,1.62,2.87,2.08,9.505703,csi_300,沪深300,Legulegu via AkShare
2013-01-09,2526.13,10.53,29.12,20.99,11.07,1.62,2.88,2.1,9.496676,csi_300,沪深300,Legulegu via AkShare
2013-01-10,2530.57,10.56,29.18,21.1,11.1,1.63,2.88,2.1,9.469697,csi_300,CSI 300,Legulegu via AkShare
2013-01-11,2483.23,10.41,28.68,20.65,10.94,1.6,2.83,2.04,9.606148,csi_300,CSI 300,Legulegu via AkShare
2013-01-14,2577.73,10.73,29.86,21.41,11.29,1.65,2.93,2.12,9.319664,csi_300,CSI 300,Legulegu via AkShare
2013-01-15,2595.86,10.76,30.38,21.58,11.32,1.66,2.97,2.16,9.29368,csi_300,沪深300,Legulegu via AkShare
2013-01-16,2577.09,10.67,30.46,21.4,11.22,1.64,2.97,2.16,9.372071,csi_300,沪深300,Legulegu via AkShare
2013-01-17,2552.76,10.56,30.09,21.16,11.1,1.62,2.94,2.13,9.469697,csi_300,CSI 300,Legulegu via AkShare
2013-01-18,2595.44,10.7,30.45,21.63,11.26,1.65,2.97,2.18,9.345794,csi_300,沪深300,Legulegu via AkShare
2013-01-21,2610.9,10.71,30.48,21.7,11.29,1.65,2.97,2.17,9.337068,csi_300,CSI 300,Legulegu via AkShare
2013-01-22,2596.9,10.67,30.04,21.43,11.25,1.64,2.93,2.14,9.372071,csi_300,CSI 300,Legulegu via AkShare
2013-01-23,2607.46,10.7,30.17,21.53,11.28,1.65,2.94,2.16,9.345794,csi_300,CSI 300,Legulegu via AkShare
2013-01-24,2582.76,10.71,30.2,20.89,11.23,1.64,2.89,2.11,9.337068,csi_300,CSI 300,Legulegu via AkShare
2013-01-25,2571.67,10.64,30.06,21.06,11.16,1.63,2.89,2.1,9.398496,csi_300,沪深300,Legulegu via AkShare
2013-01-28,2651.86,10.9,30.94,21.32,11.44,1.67,2.95,2.16,9.174312,csi_300,CSI 300,Legulegu via AkShare
2013-01-29,2675.87,10.94,31.01,21.46,11.48,1.68,2.97,2.18,9.140768,csi_300,CSI 300,Legulegu via AkShare
2013-01-30,2688.71,11.08,31.21,21.39,11.62,1.7,2.98,2.2,9.025271,csi_300,CSI 300,Legulegu via AkShare
2013-01-31,2686.88,11.1,31.27,21.43,11.65,1.7,2.97,2.2,9.009009,csi_300,CSI 300,Legulegu via AkShare
2013-02-01,2743.32,11.29,31.73,21.36,11.85,1.73,2.99,2.22,8.857396,csi_300,CSI 300,Legulegu via AkShare
2013-02-04,2748.03,11.33,31.7,21.33,11.9,1.74,2.99,2.23,8.826125,csi_300,沪深300,Legulegu via AkShare
2013-02-05,2771.68,11.34,31.91,21.66,11.9,1.74,3.03,2.28,8.818342,csi_300,CSI 300,Legulegu via AkShare
2013-02-06,2775.84,11.34,31.89,21.59,11.91,1.74,3.04,2.27,8.818342,csi_300,沪深300,Legulegu via AkShare
2013-02-07,2759.87,11.24,32.09,21.63,11.81,1.72,3.05,2.27,8.896797,csi_300,CSI 300,Legulegu via AkShare
2013-02-08,2771.73,11.29,32.45,21.83,11.86,1.73,3.09,2.3,8.857396,csi_300,CSI 300,Legulegu via AkShare
2013-02-18,2737.47,11.22,32.1,21.86,11.78,1.72,3.05,2.27,8.912656,csi_300,CSI 300,Legulegu via AkShare
2013-02-19,2685.61,11.03,31.43,21.54,11.59,1.69,2.99,2.21,9.066183,csi_300,CSI 300,Legulegu via AkShare
2013-02-20,2702.64,11.07,31.84,22.06,11.64,1.7,3.04,2.24,9.033424,csi_300,CSI 300,Legulegu via AkShare
2013-02-21,2610.55,10.73,30.77,21.34,11.27,1.64,2.95,2.15,9.319664,csi_300,沪深300,Legulegu via AkShare
2013-02-22,2596.6,10.66,30.77,21.56,11.21,1.63,2.97,2.16,9.380863,csi_300,CSI 300,Legulegu via AkShare
2013-02-25,2604.96,10.7,30.93,21.68,11.24,1.64,2.98,2.16,9.345794,csi_300,沪深300,Legulegu via AkShare
2013-02-26,2567.6,10.55,30.56,21.74,11.09,1.62,2.93,2.13,9.478673,csi_300,CSI 300,Legulegu via AkShare
2013-02-27,2594.68,10.66,30.81,21.88,11.19,1.63,2.94,2.14,9.380863,csi_300,CSI 300,Legulegu via AkShare
2013-02-28,2673.33,10.91,32.16,22.23,11.44,1.67,2.98,2.19,9.165903,csi_300,CSI 300,Legulegu via AkShare
2013-03-01,2668.84,10.86,32.24,22.33,11.39,1.66,2.99,2.18,9.208103,csi_300,CSI 300,Legulegu via AkShare
2013-03-04,2545.72,10.43,31.02,21.7,10.96,1.6,2.88,2.08,9.587728,csi_300,CSI 300,Legulegu via AkShare
