date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2025-01-02,3820.4,11.84,27.7,19.63,12.5,1.32,3.2,2.07,8.445946,csi_300,CSI 300,Legulegu via AkShare
2025-01-03,3775.16,11.73,27.21,19.52,12.38,1.31,3.15,2.05,8.525149,csi_300,CSI 300,Legulegu via AkShare
2025-01-06,3768.97,11.7,27.13,19.56,12.35,1.3,3.15,2.06,8.547009,csi_300,CSI 300,Legulegu via AkShare
2025-01-07,3796.11,11.75,27.53,19.66,12.41,1.31,3.21,2.04,8.510638,csi_300,CSI 300,Legulegu via AkShare
2025-01-08,3789.22,11.77,27.43,19.9,12.42,1.32,3.2,2.06,8.496177,csi_300,CSI 300,Legulegu via AkShare
2025-01-09,3779.88,11.69,27.47,19.8,12.34,1.31,3.2,2.04,8.55432,csi_300,CSI 300,Legulegu via AkShare
2025-01-10,3732.48,11.55,27.06,19.28,12.19,1.29,3.16,1.99,8.658009,csi_300,CSI 300,Legulegu via AkShare
2025-01-13,3722.51,11.51,27.06,19.47,12.14,1.29,3.15,2.0,8.688097,csi_300,CSI 300,Legulegu via AkShare
2025-01-14,3820.54,11.74,28.06,19.92,12.39,1.32,3.24,2.03,8.517888,csi_300,CSI 300,Legulegu via AkShare
2025-01-15,3796.03,11.68,27.83,19.69,12.34,1.31,3.21,2.04,8.561644,csi_300,CSI 300,Legulegu via AkShare
2025-01-16,3800.38,11.72,27.82,20.11,12.39,1.31,3.2,2.05,8.532423,csi_300,CSI 300,Legulegu via AkShare
2025-01-17,3812.34,11.73,28.12,20.24,12.39,1.31,3.22,2.04,8.525149,csi_300,CSI 300,Legulegu via AkShare
2025-01-20,3829.68,11.72,28.17,20.22,12.39,1.31,3.24,2.04,8.532423,csi_300,CSI 300,Legulegu via AkShare
2025-01-21,3832.61,11.7,28.21,20.31,12.37,1.31,3.25,2.02,8.547009,csi_300,CSI 300,Legulegu via AkShare
2025-01-22,3797.02,11.59,28.08,20.0,12.25,1.3,3.25,2.01,8.628128,csi_300,CSI 300,Legulegu via AkShare
2025-01-23,3803.74,11.68,28.01,19.94,12.34,1.31,3.24,2.01,8.561644,csi_300,CSI 300,Legulegu via AkShare
2025-01-24,3832.86,11.72,28.26,20.18,12.39,1.31,3.26,2.01,8.532423,csi_300,CSI 300,Legulegu via AkShare
