date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2022-01-04,4917.77,13.33,37.39,28.25,15.76,1.68,5.73,3.51,7.501875,csi_300,CSI 300,Legulegu via AkShare
2022-01-05,4868.12,13.23,36.64,28.22,15.65,1.67,5.62,3.51,7.558579,csi_300,CSI 300,Legulegu via AkShare
2022-01-06,4818.23,13.12,36.28,27.9,15.51,1.66,5.55,3.52,7.621951,csi_300,CSI 300,Legulegu via AkShare
2022-01-07,4822.37,13.16,36.0,27.91,15.56,1.66,5.51,3.5,7.598784,csi_300,CSI 300,Legulegu via AkShare
2022-01-10,4844.05,13.21,36.13,28.06,15.62,1.67,5.54,3.58,7.570023,csi_300,CSI 300,Legulegu via AkShare
2022-01-11,4797.77,13.09,35.55,27.56,15.48,1.65,5.45,3.6,7.639419,csi_300,CSI 300,Legulegu via AkShare
2022-01-12,4845.58,13.19,36.11,27.76,15.62,1.67,5.52,3.61,7.581501,csi_300,CSI 300,Legulegu via AkShare
2022-01-13,4765.92,13.02,35.47,27.13,15.42,1.65,5.41,3.52,7.680492,csi_300,CSI 300,Legulegu via AkShare
2022-01-14,4726.73,12.88,35.37,27.26,15.26,1.63,5.4,3.48,7.763975,csi_300,CSI 300,Legulegu via AkShare
2022-01-17,4767.28,12.94,35.94,27.31,15.36,1.64,5.47,3.46,7.727975,csi_300,CSI 300,Legulegu via AkShare
2022-01-18,4813.35,13.08,36.09,27.06,15.52,1.65,5.5,3.49,7.64526,csi_300,CSI 300,Legulegu via AkShare
2022-01-19,4780.38,13.0,35.55,27.04,15.44,1.65,5.42,3.46,7.692308,csi_300,CSI 300,Legulegu via AkShare
2022-01-20,4823.51,13.11,35.44,27.56,15.57,1.66,5.41,3.51,7.627765,csi_300,CSI 300,Legulegu via AkShare
2022-01-21,4779.31,12.99,35.0,27.14,15.42,1.65,5.35,3.51,7.698229,csi_300,CSI 300,Legulegu via AkShare
2022-01-24,4786.74,13.0,35.23,26.52,15.44,1.65,5.38,3.48,7.692308,csi_300,CSI 300,Legulegu via AkShare
2022-01-25,4678.45,12.72,34.32,25.5,15.1,1.61,5.26,3.39,7.861635,csi_300,CSI 300,Legulegu via AkShare
2022-01-26,4712.31,12.82,34.5,25.4,15.21,1.63,5.27,3.42,7.800312,csi_300,CSI 300,Legulegu via AkShare
2022-01-27,4619.88,12.6,33.62,24.69,14.96,1.6,5.14,3.3,7.936508,csi_300,CSI 300,Legulegu via AkShare
2022-01-28,4563.77,12.44,33.24,24.53,14.77,1.58,5.06,3.26,8.038585,csi_300,CSI 300,Legulegu via AkShare
2022-02-07,4634.09,12.69,33.72,24.87,15.05,1.61,5.09,3.3,7.880221,csi_300,CSI 300,Legulegu via AkShare
2022-02-08,4608.77,12.69,33.27,24.82,15.05,1.61,5.02,3.34,7.880221,csi_300,CSI 300,Legulegu via AkShare
2022-02-09,4652.06,12.79,33.62,24.88,15.16,1.62,5.07,3.37,7.818608,csi_300,CSI 300,Legulegu via AkShare
2022-02-10,4639.86,12.77,33.3,24.7,15.16,1.61,5.03,3.36,7.830854,csi_300,CSI 300,Legulegu via AkShare
2022-02-11,4601.4,12.72,33.56,24.22,15.1,1.61,4.94,3.33,7.861635,csi_300,CSI 300,Legulegu via AkShare
2022-02-14,4551.69,12.56,33.33,23.45,14.92,1.59,4.92,3.27,7.961783,csi_300,CSI 300,Legulegu via AkShare
2022-02-15,4600.1,12.65,33.12,23.84,15.02,1.6,5.02,3.32,7.905138,csi_300,CSI 300,Legulegu via AkShare
2022-02-16,4617.99,12.7,34.05,23.74,15.09,1.6,5.03,3.34,7.874016,csi_300,CSI 300,Legulegu via AkShare
2022-02-17,4629.16,12.71,34.19,23.62,15.1,1.6,5.05,3.32,7.867821,csi_300,CSI 300,Legulegu via AkShare
2022-02-18,4651.24,12.78,34.15,23.81,15.18,1.61,5.05,3.36,7.824726,csi_300,CSI 300,Legulegu via AkShare
2022-02-21,4634.31,12.73,34.14,23.87,15.13,1.61,5.05,3.43,7.85546,csi_300,CSI 300,Legulegu via AkShare
2022-02-22,4574.15,12.59,33.78,23.58,14.96,1.59,5.0,3.39,7.942812,csi_300,CSI 300,Legulegu via AkShare
2022-02-23,4623.05,12.68,33.48,24.08,15.07,1.6,5.09,3.39,7.886435,csi_300,CSI 300,Legulegu via AkShare
2022-02-24,4529.32,12.45,32.77,23.52,14.79,1.57,4.97,3.28,8.032129,csi_300,CSI 300,Legulegu via AkShare
2022-02-25,4573.42,12.53,33.23,23.59,14.89,1.58,5.05,3.3,7.980846,csi_300,CSI 300,Legulegu via AkShare
2022-02-28,4581.65,12.57,33.47,24.06,14.92,1.58,5.07,3.34,7.955449,csi_300,CSI 300,Legulegu via AkShare
2022-03-01,4619.69,12.66,33.54,24.15,15.04,1.59,5.07,3.31,7.898894,csi_300,CSI 300,Legulegu via AkShare
2022-03-02,4578.6,12.58,33.23,24.05,14.94,1.59,5.02,3.34,7.949126,csi_300,CSI 300,Legulegu via AkShare
2022-03-03,4551.63,12.54,32.76,23.76,14.89,1.58,4.94,3.29,7.974482,csi_300,CSI 300,Legulegu via AkShare
2022-03-04,4496.43,12.4,32.42,23.78,14.73,1.56,4.89,3.27,8.064516,csi_300,CSI 300,Legulegu via AkShare
2022-03-07,4352.78,12.06,31.3,23.22,14.34,1.52,4.71,3.17,8.291874,csi_300,CSI 300,Legulegu via AkShare
2022-03-08,4265.39,11.83,30.54,22.51,14.05,1.49,4.6,3.03,8.453085,csi_300,CSI 300,Legulegu via AkShare
2022-03-09,4226.35,11.71,30.19,22.33,13.91,1.47,4.54,2.94,8.53971,csi_300,CSI 300,Legulegu via AkShare
2022-03-10,4292.84,11.84,30.77,22.64,14.04,1.49,4.64,3.02,8.445946,csi_300,CSI 300,Legulegu via AkShare
2022-03-11,4306.52,11.83,30.82,22.77,14.08,1.5,4.67,3.06,8.453085,csi_300,CSI 300,Legulegu via AkShare
2022-03-14,4174.76,11.5,29.76,22.12,13.7,1.46,4.52,3.03,8.695652,csi_300,CSI 300,Legulegu via AkShare
2022-03-15,3983.81,10.98,28.48,20.8,13.02,1.39,4.33,2.88,9.107468,csi_300,CSI 300,Legulegu via AkShare
2022-03-16,4156.08,11.38,29.59,21.25,13.51,1.44,4.49,2.99,8.787346,csi_300,CSI 300,Legulegu via AkShare
2022-03-17,4237.7,11.56,30.12,21.69,13.72,1.47,4.6,3.05,8.650519,csi_300,CSI 300,Legulegu via AkShare
2022-03-18,4265.9,11.72,30.12,21.87,13.97,1.48,4.6,3.04,8.532423,csi_300,CSI 300,Legulegu via AkShare
2022-03-21,4258.75,11.69,30.82,22.05,13.77,1.47,4.61,3.01,8.55432,csi_300,CSI 300,Legulegu via AkShare
2022-03-22,4255.3,11.71,30.45,21.66,13.79,1.48,4.55,2.98,8.53971,csi_300,CSI 300,Legulegu via AkShare
2022-03-23,4276.52,11.76,30.74,21.86,13.8,1.48,4.59,2.98,8.503401,csi_300,CSI 300,Legulegu via AkShare
2022-03-24,4251.31,11.7,30.51,22.0,13.73,1.48,4.56,2.94,8.547009,csi_300,CSI 300,Legulegu via AkShare
2022-03-25,4174.57,11.54,30.47,21.14,13.41,1.45,4.45,2.9,8.665511,csi_300,CSI 300,Legulegu via AkShare
2022-03-28,4148.47,11.52,30.21,20.78,13.12,1.45,4.39,2.88,8.680556,csi_300,CSI 300,Legulegu via AkShare
2022-03-29,4134.14,11.5,30.13,20.52,13.04,1.44,4.37,2.84,8.695652,csi_300,CSI 300,Legulegu via AkShare
2022-03-30,4254.1,11.73,31.05,20.82,13.06,1.47,4.5,2.89,8.525149,csi_300,CSI 300,Legulegu via AkShare
2022-03-31,4222.6,11.72,30.52,20.76,12.35,1.45,4.42,2.83,8.532423,csi_300,CSI 300,Legulegu via AkShare
2022-04-01,4276.16,11.83,30.69,20.76,12.25,1.47,4.45,2.86,8.453085,csi_300,CSI 300,Legulegu via AkShare
2022-04-06,4263.84,11.82,30.44,20.78,12.25,1.47,4.41,2.87,8.460237,csi_300,CSI 300,Legulegu via AkShare
2022-04-07,4209.1,11.68,29.98,20.32,12.09,1.45,4.34,2.85,8.561644,csi_300,CSI 300,Legulegu via AkShare
2022-04-08,4230.77,11.76,29.99,20.72,12.15,1.46,4.33,2.86,8.503401,csi_300,CSI 300,Legulegu via AkShare
2022-04-11,4100.07,11.45,28.91,20.84,11.84,1.42,4.18,2.8,8.733624,csi_300,CSI 300,Legulegu via AkShare
2022-04-12,4179.97,11.63,29.62,21.19,12.03,1.45,4.29,2.84,8.598452,csi_300,CSI 300,Legulegu via AkShare
2022-04-13,4139.74,11.55,29.12,21.17,11.92,1.44,4.23,2.79,8.658009,csi_300,CSI 300,Legulegu via AkShare
2022-04-14,4191.57,11.68,29.43,21.06,12.06,1.45,4.29,2.84,8.561644,csi_300,CSI 300,Legulegu via AkShare
2022-04-15,4188.75,11.66,29.46,21.2,12.02,1.45,4.27,2.84,8.576329,csi_300,CSI 300,Legulegu via AkShare
2022-04-18,4166.38,11.56,29.55,21.34,11.86,1.44,4.28,2.82,8.650519,csi_300,CSI 300,Legulegu via AkShare
2022-04-19,4134.9,11.51,29.23,21.3,11.79,1.43,4.22,2.78,8.688097,csi_300,CSI 300,Legulegu via AkShare
2022-04-20,4070.79,11.36,29.6,21.15,11.62,1.41,4.16,2.76,8.802817,csi_300,CSI 300,Legulegu via AkShare
2022-04-21,3995.83,11.18,28.81,20.6,11.44,1.39,4.06,2.66,8.944544,csi_300,CSI 300,Legulegu via AkShare
2022-04-22,4013.25,11.24,28.7,20.71,11.49,1.4,4.03,2.65,8.896797,csi_300,CSI 300,Legulegu via AkShare
2022-04-25,3814.91,10.76,28.99,19.72,10.99,1.33,3.78,2.51,9.29368,csi_300,CSI 300,Legulegu via AkShare
2022-04-26,3784.12,10.67,29.28,19.21,10.87,1.32,3.73,2.44,9.372071,csi_300,CSI 300,Legulegu via AkShare
2022-04-27,3895.54,10.87,30.21,19.71,11.09,1.35,3.85,2.49,9.199632,csi_300,CSI 300,Legulegu via AkShare
2022-04-28,3921.11,10.92,29.86,19.36,11.07,1.35,3.8,2.49,9.157509,csi_300,CSI 300,Legulegu via AkShare
2022-04-29,4016.24,11.21,29.04,20.01,11.3,1.38,3.93,2.59,8.920607,csi_300,CSI 300,Legulegu via AkShare
2022-05-05,4010.21,11.11,29.89,20.43,11.36,1.35,4.09,2.66,9.0009,csi_300,CSI 300,Legulegu via AkShare
2022-05-06,3908.82,10.85,29.23,19.98,11.1,1.32,3.99,2.64,9.21659,csi_300,CSI 300,Legulegu via AkShare
2022-05-09,3877.44,10.79,29.03,20.08,11.03,1.31,3.96,2.62,9.267841,csi_300,CSI 300,Legulegu via AkShare
2022-05-10,3919.87,10.87,29.45,20.28,11.12,1.32,4.02,2.64,9.199632,csi_300,CSI 300,Legulegu via AkShare
2022-05-11,3976.42,10.99,30.01,20.74,11.24,1.33,4.11,2.64,9.099181,csi_300,CSI 300,Legulegu via AkShare
2022-05-12,3958.74,10.96,30.12,20.46,11.21,1.33,4.12,2.65,9.124088,csi_300,CSI 300,Legulegu via AkShare
2022-05-13,3988.6,11.05,30.26,20.62,11.31,1.34,4.12,2.66,9.049774,csi_300,CSI 300,Legulegu via AkShare
2022-05-16,3956.54,10.97,30.0,20.64,11.23,1.33,4.09,2.65,9.11577,csi_300,CSI 300,Legulegu via AkShare
2022-05-17,4005.89,11.09,30.32,20.72,11.35,1.35,4.13,2.69,9.017133,csi_300,CSI 300,Legulegu via AkShare
2022-05-18,3991.91,11.05,30.29,20.56,11.31,1.34,4.13,2.66,9.049774,csi_300,CSI 300,Legulegu via AkShare
2022-05-19,3999.6,11.07,30.34,20.81,11.32,1.34,4.16,2.66,9.033424,csi_300,CSI 300,Legulegu via AkShare
2022-05-20,4077.6,11.26,30.95,21.0,11.51,1.37,4.24,2.72,8.880995,csi_300,CSI 300,Legulegu via AkShare
2022-05-23,4053.98,11.2,30.9,21.17,11.46,1.36,4.24,2.7,8.928571,csi_300,CSI 300,Legulegu via AkShare
2022-05-24,3959.15,10.99,29.98,20.57,11.24,1.33,4.11,2.6,9.099181,csi_300,CSI 300,Legulegu via AkShare
2022-05-25,3983.18,11.06,30.28,20.78,11.32,1.34,4.14,2.61,9.041591,csi_300,CSI 300,Legulegu via AkShare
2022-05-26,3993.04,11.09,30.41,20.98,11.35,1.35,4.16,2.7,9.017133,csi_300,CSI 300,Legulegu via AkShare
2022-05-27,4001.3,11.12,30.38,20.74,11.38,1.35,4.16,2.7,8.992806,csi_300,CSI 300,Legulegu via AkShare
2022-05-30,4029.02,11.18,30.78,20.75,11.44,1.36,4.22,2.73,8.944544,csi_300,CSI 300,Legulegu via AkShare
2022-05-31,4091.52,11.32,31.45,20.93,11.59,1.38,4.33,2.77,8.833922,csi_300,CSI 300,Legulegu via AkShare
2022-06-01,4083.18,11.3,31.39,20.9,11.56,1.38,4.32,2.77,8.849558,csi_300,CSI 300,Legulegu via AkShare
2022-06-02,4089.57,11.31,31.64,20.8,11.57,1.38,4.35,2.76,8.841733,csi_300,CSI 300,Legulegu via AkShare
2022-06-06,4166.09,11.47,32.33,21.36,11.74,1.4,4.45,2.78,8.718396,csi_300,CSI 300,Legulegu via AkShare
2022-06-07,4179.13,11.5,32.34,21.14,11.77,1.4,4.47,2.8,8.695652,csi_300,CSI 300,Legulegu via AkShare
2022-06-08,4219.81,11.61,32.63,21.43,11.88,1.41,4.52,2.79,8.613264,csi_300,CSI 300,Legulegu via AkShare
2022-06-09,4175.67,11.53,31.98,21.13,11.79,1.41,4.42,2.78,8.673027,csi_300,CSI 300,Legulegu via AkShare
2022-06-10,4238.99,11.7,32.57,22.02,11.96,1.43,4.49,2.83,8.547009,csi_300,CSI 300,Legulegu via AkShare
2022-06-13,4189.35,11.7,33.34,23.51,12.02,1.43,4.78,3.05,8.547009,csi_300,CSI 300,Legulegu via AkShare
2022-06-14,4222.31,11.82,33.34,23.38,12.15,1.45,4.78,3.04,8.460237,csi_300,CSI 300,Legulegu via AkShare
2022-06-15,4278.22,11.95,33.56,23.51,12.28,1.46,4.81,3.11,8.368201,csi_300,CSI 300,Legulegu via AkShare
2022-06-16,4250.06,11.84,33.64,23.3,12.17,1.45,4.93,3.07,8.445946,csi_300,CSI 300,Legulegu via AkShare
2022-06-17,4309.04,11.97,34.24,23.36,12.3,1.47,5.03,3.13,8.354219,csi_300,CSI 300,Legulegu via AkShare
2022-06-20,4330.43,11.97,34.62,23.49,12.31,1.47,5.07,3.08,8.354219,csi_300,CSI 300,Legulegu via AkShare
2022-06-21,4325.57,11.98,34.4,22.86,12.32,1.47,5.04,3.07,8.347245,csi_300,CSI 300,Legulegu via AkShare
2022-06-22,4270.62,11.83,33.92,22.39,12.16,1.45,4.98,3.07,8.453085,csi_300,CSI 300,Legulegu via AkShare
2022-06-23,4343.88,12.02,34.69,23.21,12.35,1.48,5.08,3.07,8.319468,csi_300,CSI 300,Legulegu via AkShare
2022-06-24,4394.77,12.12,35.13,23.72,12.46,1.49,5.14,3.11,8.250825,csi_300,CSI 300,Legulegu via AkShare
2022-06-27,4444.26,12.23,35.52,23.93,12.58,1.5,5.23,3.17,8.176615,csi_300,CSI 300,Legulegu via AkShare
2022-06-28,4490.52,12.32,35.85,23.91,12.67,1.52,5.29,3.24,8.116883,csi_300,CSI 300,Legulegu via AkShare
2022-06-29,4421.36,12.18,35.24,23.63,12.51,1.5,5.2,3.16,8.210181,csi_300,CSI 300,Legulegu via AkShare
2022-06-30,4485.01,12.31,35.74,23.55,12.65,1.52,5.31,3.22,8.123477,csi_300,CSI 300,Legulegu via AkShare
2022-07-01,4466.72,12.26,35.53,23.85,12.61,1.51,5.28,3.19,8.156607,csi_300,CSI 300,Legulegu via AkShare
2022-07-04,4496.03,12.33,35.92,24.08,12.68,1.52,5.33,3.19,8.1103,csi_300,CSI 300,Legulegu via AkShare
2022-07-05,4489.54,12.31,35.67,24.07,12.67,1.52,5.3,3.15,8.123477,csi_300,CSI 300,Legulegu via AkShare
2022-07-06,4423.97,12.15,35.4,24.01,12.49,1.5,5.23,3.11,8.230453,csi_300,CSI 300,Legulegu via AkShare
2022-07-07,4443.47,12.18,35.67,24.27,12.53,1.5,5.26,3.13,8.210181,csi_300,CSI 300,Legulegu via AkShare
2022-07-08,4428.78,12.13,35.49,24.02,12.48,1.5,5.23,3.11,8.244023,csi_300,CSI 300,Legulegu via AkShare
2022-07-11,4354.62,11.95,34.83,23.46,12.3,1.48,5.13,3.07,8.368201,csi_300,CSI 300,Legulegu via AkShare
2022-07-12,4313.62,11.84,34.23,22.88,12.19,1.47,5.04,3.06,8.445946,csi_300,CSI 300,Legulegu via AkShare
2022-07-13,4321.46,11.84,34.33,23.02,12.19,1.47,5.05,3.07,8.445946,csi_300,CSI 300,Legulegu via AkShare
2022-07-14,4322.07,11.81,34.7,23.06,12.15,1.47,5.09,3.06,8.467401,csi_300,CSI 300,Legulegu via AkShare
2022-07-15,4248.53,11.61,34.36,23.17,11.95,1.46,5.03,3.01,8.613264,csi_300,CSI 300,Legulegu via AkShare
