date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2019-01-02,2969.54,9.94,23.11,15.95,10.88,1.23,2.5,1.68,10.060362,csi_300,CSI 300,Legulegu via AkShare
2019-01-03,2964.84,9.95,23.08,15.98,10.89,1.23,2.47,1.67,10.050251,csi_300,CSI 300,Legulegu via AkShare
2019-01-04,3035.87,10.15,23.84,16.27,11.11,1.26,2.54,1.71,9.852217,csi_300,CSI 300,Legulegu via AkShare
2019-01-07,3054.3,10.19,24.18,16.33,11.16,1.26,2.58,1.73,9.813543,csi_300,CSI 300,Legulegu via AkShare
2019-01-08,3047.7,10.16,24.13,16.38,11.13,1.26,2.57,1.73,9.84252,csi_300,CSI 300,Legulegu via AkShare
2019-01-09,3078.48,10.26,24.19,16.52,11.23,1.27,2.59,1.76,9.746589,csi_300,CSI 300,Legulegu via AkShare
2019-01-10,3072.69,10.22,24.06,16.39,11.19,1.27,2.58,1.75,9.784736,csi_300,CSI 300,Legulegu via AkShare
2019-01-11,3094.78,10.29,24.22,16.42,11.26,1.27,2.59,1.76,9.718173,csi_300,CSI 300,Legulegu via AkShare
2019-01-14,3067.78,10.2,24.05,16.23,11.17,1.26,2.56,1.75,9.803922,csi_300,CSI 300,Legulegu via AkShare
2019-01-15,3127.99,10.36,24.42,16.8,11.35,1.28,2.62,1.78,9.65251,csi_300,CSI 300,Legulegu via AkShare
2019-01-16,3128.65,10.37,24.36,16.67,11.35,1.28,2.62,1.78,9.643202,csi_300,CSI 300,Legulegu via AkShare
2019-01-17,3111.42,10.33,24.21,16.62,11.32,1.28,2.6,1.76,9.680542,csi_300,CSI 300,Legulegu via AkShare
2019-01-18,3168.17,10.52,24.56,17.02,11.52,1.3,2.64,1.79,9.505703,csi_300,CSI 300,Legulegu via AkShare
2019-01-21,3185.64,10.58,24.69,17.09,11.59,1.31,2.66,1.81,9.451796,csi_300,CSI 300,Legulegu via AkShare
2019-01-22,3143.32,10.45,24.34,16.78,11.44,1.29,2.62,1.77,9.569378,csi_300,CSI 300,Legulegu via AkShare
2019-01-23,3141.05,10.45,24.52,16.79,11.44,1.29,2.62,1.76,9.569378,csi_300,CSI 300,Legulegu via AkShare
2019-01-24,3158.78,10.5,24.66,16.94,11.5,1.29,2.64,1.79,9.52381,csi_300,CSI 300,Legulegu via AkShare
