date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2010-01-04,4510.53,47.52,68.1,52.38,53.85,4.11,4.82,4.15,2.104377,csi_500,中证500,Legulegu via AkShare
2010-01-05,4557.48,47.98,67.02,52.43,54.44,4.15,4.87,4.18,2.084202,csi_500,CSI 500,Legulegu via AkShare
2010-01-06,4550.28,47.86,66.92,52.45,54.35,4.14,4.86,4.18,2.089427,csi_500,CSI 500,Legulegu via AkShare
2010-01-07,4459.16,46.89,66.84,51.51,53.25,4.05,4.76,4.12,2.132651,csi_500,CSI 500,Legulegu via AkShare
2010-01-08,4514.45,47.48,67.65,52.29,53.89,4.1,4.82,4.18,2.10615,csi_500,CSI 500,Legulegu via AkShare
2010-01-11,4542.95,47.73,66.98,52.34,54.22,4.12,4.85,4.2,2.095118,csi_500,CSI 500,Legulegu via AkShare
2010-01-12,4639.63,48.63,68.42,53.25,55.44,4.22,4.95,4.31,2.056344,csi_500,CSI 500,Legulegu via AkShare
2010-01-13,4591.02,48.17,69.13,52.9,54.86,4.18,4.91,4.26,2.075981,csi_500,中证500,Legulegu via AkShare
2010-01-14,4714.1,49.52,70.37,54.68,56.35,4.3,5.04,4.4,2.019386,csi_500,中证500,Legulegu via AkShare
2010-01-15,4747.65,49.88,70.16,54.96,56.75,4.33,5.07,4.4,2.004812,csi_500,CSI 500,Legulegu via AkShare
2010-01-18,4829.06,50.75,70.84,55.65,57.67,4.4,5.15,4.44,1.970443,csi_500,CSI 500,Legulegu via AkShare
2010-01-19,4830.02,50.88,70.23,55.76,57.69,4.4,5.15,4.48,1.965409,csi_500,CSI 500,Legulegu via AkShare
2010-01-20,4651.07,48.9,68.83,53.09,55.42,4.24,4.96,4.27,2.04499,csi_500,中证500,Legulegu via AkShare
2010-01-21,4667.21,49.05,68.4,53.89,55.55,4.26,4.98,4.29,2.038736,csi_500,CSI 500,Legulegu via AkShare
2010-01-22,4537.88,47.7,67.89,52.76,53.99,4.14,4.85,4.18,2.096436,csi_500,CSI 500,Legulegu via AkShare
2010-01-25,4481.16,46.94,67.55,51.59,53.11,4.07,4.77,4.1,2.130379,csi_500,CSI 500,Legulegu via AkShare
2010-01-26,4294.38,45.14,66.77,49.97,51.07,3.91,4.58,3.95,2.21533,csi_500,中证500,Legulegu via AkShare
2010-01-27,4267.11,44.9,66.86,50.41,50.79,3.9,4.56,3.93,2.227171,csi_500,CSI 500,Legulegu via AkShare
2010-01-28,4336.38,45.52,66.62,51.58,51.19,3.96,4.62,3.97,2.196837,csi_500,CSI 500,Legulegu via AkShare
2010-01-29,4374.65,45.98,67.3,52.68,51.62,3.99,4.66,4.01,2.174859,csi_500,CSI 500,Legulegu via AkShare
2010-02-01,4331.37,45.38,67.03,51.79,50.97,3.96,4.61,3.98,2.203614,csi_500,中证500,Legulegu via AkShare
2010-02-02,4301.77,45.01,66.66,50.87,50.57,3.92,4.58,3.96,2.221729,csi_500,CSI 500,Legulegu via AkShare
2010-02-03,4363.08,45.68,67.04,51.59,51.42,3.98,4.63,3.97,2.189142,csi_500,CSI 500,Legulegu via AkShare
