date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2021-01-04,6482.79,23.76,43.24,28.79,24.63,2.13,3.68,2.1,4.208754,csi_500,CSI 500,Legulegu via AkShare
2021-01-05,6539.73,24.02,43.08,29.27,24.87,2.15,3.73,2.12,4.163197,csi_500,CSI 500,Legulegu via AkShare
2021-01-06,6528.14,24.02,42.9,29.02,24.85,2.15,3.72,2.09,4.163197,csi_500,CSI 500,Legulegu via AkShare
2021-01-07,6538.12,24.06,43.4,28.96,24.9,2.15,3.73,2.1,4.156276,csi_500,CSI 500,Legulegu via AkShare
2021-01-08,6557.6,24.11,43.44,28.91,24.96,2.15,3.73,2.09,4.147657,csi_500,CSI 500,Legulegu via AkShare
2021-01-11,6455.4,23.73,43.35,28.41,24.57,2.12,3.68,2.06,4.214075,csi_500,CSI 500,Legulegu via AkShare
2021-01-12,6543.23,24.05,43.92,28.51,24.89,2.15,3.72,2.07,4.158004,csi_500,CSI 500,Legulegu via AkShare
2021-01-13,6496.91,23.89,43.57,28.42,24.73,2.13,3.68,2.03,4.185852,csi_500,CSI 500,Legulegu via AkShare
2021-01-14,6439.89,23.7,44.45,28.36,24.53,2.12,3.65,2.05,4.219409,csi_500,CSI 500,Legulegu via AkShare
2021-01-15,6417.5,23.62,43.76,28.36,24.46,2.11,3.64,2.03,4.2337,csi_500,CSI 500,Legulegu via AkShare
2021-01-18,6514.46,23.99,44.38,28.84,24.84,2.14,3.69,2.06,4.168404,csi_500,CSI 500,Legulegu via AkShare
2021-01-19,6476.37,23.87,44.17,28.77,24.72,2.13,3.66,2.08,4.189359,csi_500,CSI 500,Legulegu via AkShare
2021-01-20,6535.42,24.08,43.4,28.61,24.94,2.15,3.71,2.07,4.152824,csi_500,CSI 500,Legulegu via AkShare
2021-01-21,6622.5,24.4,43.91,29.13,25.28,2.18,3.76,2.1,4.098361,csi_500,CSI 500,Legulegu via AkShare
2021-01-22,6637.81,24.42,44.45,28.93,25.3,2.18,3.78,2.05,4.095004,csi_500,CSI 500,Legulegu via AkShare
2021-01-25,6645.31,24.42,44.94,29.14,25.32,2.18,3.79,2.01,4.095004,csi_500,CSI 500,Legulegu via AkShare
2021-01-26,6532.96,24.03,44.17,28.84,24.93,2.14,3.73,2.01,4.161465,csi_500,中证500,Legulegu via AkShare
2021-01-27,6557.16,24.09,44.11,28.91,25.0,2.15,3.73,2.01,4.1511,csi_500,CSI 500,Legulegu via AkShare
2021-01-28,6414.38,23.54,43.24,28.28,24.45,2.1,3.64,1.98,4.248088,csi_500,中证500,Legulegu via AkShare
2021-01-29,6346.14,23.29,43.26,28.08,24.19,2.08,3.62,1.93,4.293688,csi_500,CSI 500,Legulegu via AkShare
2021-02-01,6393.28,23.58,44.15,28.22,24.38,2.1,3.63,1.94,4.240882,csi_500,CSI 500,Legulegu via AkShare
2021-02-02,6454.79,23.72,44.41,28.55,24.62,2.12,3.69,1.93,4.215852,csi_500,CSI 500,Legulegu via AkShare
2021-02-03,6399.33,23.53,43.83,28.24,24.38,2.1,3.65,1.91,4.249894,csi_500,CSI 500,Legulegu via AkShare
2021-02-04,6328.79,23.27,43.2,27.38,24.1,2.08,3.61,1.89,4.297379,csi_500,CSI 500,Legulegu via AkShare
2021-02-05,6239.87,22.99,42.65,27.2,23.8,2.05,3.57,1.83,4.349717,csi_500,CSI 500,Legulegu via AkShare
2021-02-08,6323.16,23.28,42.96,27.62,24.13,2.08,3.51,1.85,4.295533,csi_500,CSI 500,Legulegu via AkShare
2021-02-09,6457.88,23.77,43.32,28.03,24.64,2.11,3.58,1.88,4.206984,csi_500,中证500,Legulegu via AkShare
2021-02-10,6525.17,23.96,43.61,28.52,24.87,2.13,3.62,1.89,4.173623,csi_500,CSI 500,Legulegu via AkShare
2021-02-18,6614.54,24.27,44.22,29.41,25.2,2.15,3.63,1.93,4.120313,csi_500,CSI 500,Legulegu via AkShare
2021-02-19,6703.48,24.54,44.31,29.64,25.51,2.18,3.66,2.02,4.07498,csi_500,CSI 500,Legulegu via AkShare
2021-02-22,6657.06,24.38,43.51,29.27,25.35,2.16,3.59,2.1,4.101723,csi_500,CSI 500,Legulegu via AkShare
2021-02-23,6631.23,24.27,43.36,29.58,25.28,2.16,3.58,2.08,4.120313,csi_500,CSI 500,Legulegu via AkShare
2021-02-24,6536.19,23.92,42.97,29.02,24.92,2.13,3.53,2.06,4.180602,csi_500,中证500,Legulegu via AkShare
2021-02-25,6499.15,23.84,42.75,28.53,24.83,2.12,3.52,2.03,4.194631,csi_500,CSI 500,Legulegu via AkShare
2021-02-26,6364.35,23.18,41.92,27.86,24.29,2.07,3.62,2.0,4.314064,csi_500,中证500,Legulegu via AkShare
2021-03-01,6488.44,23.56,42.35,27.9,24.72,2.1,3.66,2.05,4.244482,csi_500,CSI 500,Legulegu via AkShare
