date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2014-01-02,3847.88,24.68,41.56,28.74,28.11,2.37,3.14,2.45,4.051864,csi_500,CSI 500,Legulegu via AkShare
2014-01-03,3816.32,24.49,41.35,28.21,27.88,2.36,3.12,2.44,4.083299,csi_500,CSI 500,Legulegu via AkShare
2014-01-06,3710.9,23.84,40.81,27.24,27.13,2.29,3.04,2.39,4.194631,csi_500,CSI 500,Legulegu via AkShare
2014-01-07,3733.66,24.0,40.46,27.36,27.3,2.31,3.06,2.39,4.166667,csi_500,CSI 500,Legulegu via AkShare
2014-01-08,3738.21,24.03,40.53,27.43,27.33,2.31,3.07,2.39,4.161465,csi_500,CSI 500,Legulegu via AkShare
2014-01-09,3696.02,23.75,39.96,27.16,27.01,2.29,3.04,2.33,4.210526,csi_500,CSI 500,Legulegu via AkShare
2014-01-10,3628.63,23.35,40.46,26.86,26.56,2.24,2.98,2.31,4.282655,csi_500,CSI 500,Legulegu via AkShare
2014-01-13,3612.02,23.27,40.26,26.73,26.46,2.24,2.97,2.29,4.297379,csi_500,CSI 500,Legulegu via AkShare
2014-01-14,3683.53,23.76,41.32,27.15,27.0,2.28,3.03,2.34,4.208754,csi_500,CSI 500,Legulegu via AkShare
2014-01-15,3708.14,23.9,41.52,27.46,27.16,2.29,3.05,2.36,4.1841,csi_500,CSI 500,Legulegu via AkShare
2014-01-16,3714.31,23.98,41.6,27.73,27.2,2.29,3.05,2.36,4.170142,csi_500,CSI 500,Legulegu via AkShare
2014-01-17,3671.92,23.71,41.01,27.39,26.9,2.27,3.02,2.33,4.21763,csi_500,CSI 500,Legulegu via AkShare
2014-01-20,3644.13,23.53,40.18,27.28,26.7,2.25,2.99,2.32,4.249894,csi_500,CSI 500,Legulegu via AkShare
2014-01-21,3700.11,23.88,40.72,27.72,27.13,2.28,3.02,2.35,4.187605,csi_500,CSI 500,Legulegu via AkShare
