date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2013-01-04,3258.25,23.49,38.78,26.86,22.41,2.21,2.82,2.25,4.257131,csi_500,CSI 500,Legulegu via AkShare
2013-01-07,3288.37,23.72,39.14,27.18,22.62,2.23,2.85,2.27,4.215852,csi_500,CSI 500,Legulegu via AkShare
2013-01-08,3327.04,23.99,39.05,27.72,22.88,2.25,2.89,2.28,4.168404,csi_500,CSI 500,Legulegu via AkShare
2013-01-09,3334.99,24.03,39.14,27.72,22.93,2.25,2.89,2.27,4.161465,csi_500,中证500,Legulegu via AkShare
2013-01-10,3356.35,24.17,39.48,27.78,23.08,2.26,2.91,2.31,4.13736,csi_500,CSI 500,Legulegu via AkShare
2013-01-11,3271.18,23.57,39.09,27.22,22.5,2.21,2.83,2.22,4.242681,csi_500,中证500,Legulegu via AkShare
2013-01-14,3384.75,24.4,39.82,28.36,23.29,2.28,2.93,2.3,4.098361,csi_500,中证500,Legulegu via AkShare
2013-01-15,3450.68,24.93,40.63,29.07,23.74,2.32,2.99,2.35,4.011231,csi_500,CSI 500,Legulegu via AkShare
2013-01-16,3450.56,24.89,40.57,29.14,23.72,2.32,2.99,2.34,4.017678,csi_500,中证500,Legulegu via AkShare
2013-01-17,3408.02,24.58,40.62,28.74,23.42,2.29,2.96,2.29,4.068348,csi_500,CSI 500,Legulegu via AkShare
2013-01-18,3464.65,25.04,40.63,29.35,23.8,2.32,3.0,2.35,3.99361,csi_500,CSI 500,Legulegu via AkShare
2013-01-21,3491.12,25.27,40.94,29.62,24.01,2.34,3.02,2.36,3.957262,csi_500,中证500,Legulegu via AkShare
2013-01-22,3435.43,24.84,40.24,28.95,23.61,2.3,2.97,2.32,4.025765,csi_500,中证500,Legulegu via AkShare
2013-01-23,3441.75,24.85,40.8,28.73,23.64,2.31,2.97,2.31,4.024145,csi_500,中证500,Legulegu via AkShare
2013-01-24,3369.73,24.33,39.43,28.08,23.17,2.25,2.9,2.26,4.110152,csi_500,中证500,Legulegu via AkShare
2013-01-25,3364.06,24.31,39.34,28.1,23.13,2.25,2.9,2.25,4.113534,csi_500,CSI 500,Legulegu via AkShare
2013-01-28,3449.79,24.95,39.79,28.77,23.76,2.31,2.97,2.32,4.008016,csi_500,CSI 500,Legulegu via AkShare
2013-01-29,3482.52,25.19,40.17,29.09,23.98,2.33,3.0,2.34,3.969829,csi_500,中证500,Legulegu via AkShare
2013-01-30,3500.58,25.26,40.89,28.97,24.09,2.34,3.01,2.36,3.958828,csi_500,CSI 500,Legulegu via AkShare
2013-01-31,3479.64,25.09,40.63,28.87,23.94,2.33,3.0,2.35,3.985652,csi_500,中证500,Legulegu via AkShare
2013-02-01,3507.71,25.29,40.82,29.01,24.14,2.34,3.01,2.36,3.954132,csi_500,中证500,Legulegu via AkShare
2013-02-04,3484.36,25.09,41.01,29.19,23.96,2.33,2.98,2.34,3.985652,csi_500,CSI 500,Legulegu via AkShare
2013-02-05,3520.65,25.38,41.45,29.73,24.16,2.35,3.01,2.36,3.94011,csi_500,CSI 500,Legulegu via AkShare
2013-02-06,3544.39,25.55,41.67,29.76,24.33,2.36,3.04,2.37,3.913894,csi_500,CSI 500,Legulegu via AkShare
2013-02-07,3557.67,25.67,41.77,29.86,24.43,2.37,3.05,2.38,3.895598,csi_500,CSI 500,Legulegu via AkShare
2013-02-08,3608.59,26.06,42.32,30.38,24.79,2.41,3.09,2.4,3.837299,csi_500,中证500,Legulegu via AkShare
2013-02-18,3627.78,26.19,42.11,30.3,24.92,2.42,3.11,2.42,3.818251,csi_500,CSI 500,Legulegu via AkShare
2013-02-19,3561.36,25.68,41.44,29.81,24.45,2.37,3.06,2.38,3.894081,csi_500,CSI 500,Legulegu via AkShare
