date,index_close,pe_ttm,equal_weight_pe_ttm,median_pe_ttm,pe_static,pb,equal_weight_pb,median_pb,earnings_yield,slug,name,source
2016-01-04,6983.4,41.17,65.17,46.91,45.12,3.57,4.86,3.83,2.428953,csi_500,CSI 500,Legulegu via AkShare
2016-01-05,6889.74,40.6,63.98,46.15,44.54,3.52,4.77,3.77,2.463054,csi_500,CSI 500,Legulegu via AkShare
2016-01-06,7065.61,41.52,65.64,47.24,45.68,3.6,4.88,3.87,2.408478,csi_500,CSI 500,Legulegu via AkShare
2016-01-07,6462.24,37.98,60.53,43.15,41.8,3.29,4.44,3.52,2.632965,csi_500,CSI 500,Legulegu via AkShare
2016-01-08,6570.43,38.61,61.41,44.3,42.53,3.35,4.5,3.54,2.590003,csi_500,CSI 500,Legulegu via AkShare
2016-01-11,6128.66,35.99,58.83,40.38,39.67,3.11,4.17,3.31,2.77855,csi_500,CSI 500,Legulegu via AkShare
2016-01-12,6136.66,36.08,58.87,40.94,39.73,3.11,4.18,3.28,2.771619,csi_500,CSI 500,Legulegu via AkShare
2016-01-13,5924.04,34.83,56.49,39.09,38.37,3.0,4.02,3.16,2.871088,csi_500,中证500,Legulegu via AkShare
2016-01-14,6124.82,35.99,57.99,40.24,39.65,3.11,4.17,3.28,2.77855,csi_500,CSI 500,Legulegu via AkShare
2016-01-15,5893.68,34.69,56.83,38.76,38.18,2.98,4.02,3.18,2.882675,csi_500,中证500,Legulegu via AkShare
2016-01-18,5978.91,35.12,57.41,39.57,38.49,3.02,4.08,3.21,2.84738,csi_500,中证500,Legulegu via AkShare
2016-01-19,6197.09,36.38,59.61,40.8,39.89,3.13,4.22,3.35,2.748763,csi_500,中证500,Legulegu via AkShare
2016-01-20,6138.5,36.05,59.26,40.15,39.52,3.1,4.17,3.29,2.773925,csi_500,中证500,Legulegu via AkShare
2016-01-21,5886.88,34.57,57.21,38.49,37.94,2.97,4.0,3.18,2.892682,csi_500,中证500,Legulegu via AkShare
2016-01-22,5980.61,35.17,58.16,39.32,38.57,3.02,4.07,3.22,2.843332,csi_500,CSI 500,Legulegu via AkShare
2016-01-25,6041.33,35.52,58.84,39.72,38.98,3.05,4.1,3.25,2.815315,csi_500,CSI 500,Legulegu via AkShare
2016-01-26,5589.31,32.84,55.38,36.44,36.08,2.82,3.79,2.96,3.045067,csi_500,CSI 500,Legulegu via AkShare
2016-01-27,5514.19,32.42,54.25,35.82,35.64,2.78,3.74,2.91,3.084516,csi_500,CSI 500,Legulegu via AkShare
2016-01-28,5271.23,31.0,53.34,34.12,34.08,2.65,3.56,2.77,3.225806,csi_500,CSI 500,Legulegu via AkShare
2016-01-29,5469.13,32.17,54.59,35.37,35.36,2.75,3.7,2.92,3.108486,csi_500,CSI 500,Legulegu via AkShare
2016-02-01,5399.48,31.88,53.66,35.15,34.94,2.72,3.66,2.86,3.136763,csi_500,CSI 500,Legulegu via AkShare
2016-02-02,5586.63,33.03,55.67,36.34,36.18,2.82,3.79,2.96,3.027551,csi_500,中证500,Legulegu via AkShare
2016-02-03,5610.17,33.14,55.33,36.74,36.28,2.83,3.8,2.95,3.017502,csi_500,CSI 500,Legulegu via AkShare
2016-02-04,5721.49,33.8,56.56,37.41,37.02,2.88,3.87,3.03,2.95858,csi_500,中证500,Legulegu via AkShare
2016-02-05,5664.2,33.46,55.95,37.42,36.69,2.84,3.81,2.97,2.988643,csi_500,中证500,Legulegu via AkShare
2016-02-15,5668.04,33.44,56.1,37.3,36.6,2.84,3.78,2.94,2.990431,csi_500,中证500,Legulegu via AkShare
2016-02-16,5902.53,34.82,58.47,39.26,38.12,2.96,3.95,3.05,2.871913,csi_500,中证500,Legulegu via AkShare
2016-02-17,5971.41,35.21,59.22,40.01,38.56,2.99,4.0,3.08,2.840102,csi_500,中证500,Legulegu via AkShare
2016-02-18,5957.13,35.07,59.02,39.34,38.41,2.98,3.98,3.09,2.85144,csi_500,中证500,Legulegu via AkShare
2016-02-19,5979.52,35.21,59.35,39.64,38.57,2.99,4.0,3.1,2.840102,csi_500,中证500,Legulegu via AkShare
2016-02-22,6103.72,35.92,60.25,40.64,39.4,3.05,4.08,3.19,2.783964,csi_500,中证500,Legulegu via AkShare
2016-02-23,6070.5,35.75,59.91,40.2,39.19,3.03,4.06,3.18,2.797203,csi_500,CSI 500,Legulegu via AkShare
2016-02-24,6111.04,35.97,60.25,40.79,39.43,3.05,4.07,3.18,2.780095,csi_500,中证500,Legulegu via AkShare
2016-02-25,5626.05,33.08,55.17,37.17,36.22,2.81,3.74,2.91,3.022975,csi_500,中证500,Legulegu via AkShare
2016-02-26,5648.94,33.18,55.09,37.43,36.34,2.82,3.74,2.95,3.013864,csi_500,CSI 500,Legulegu via AkShare
2016-02-29,5350.43,31.35,51.53,35.55,34.37,2.66,3.5,2.75,3.189793,csi_500,CSI 500,Legulegu via AkShare
2016-03-01,5473.63,32.07,52.69,36.21,35.15,2.73,3.6,2.84,3.118179,csi_500,CSI 500,Legulegu via AkShare
2016-03-02,5753.15,33.67,55.35,37.9,36.92,2.86,3.78,3.02,2.970003,csi_500,CSI 500,Legulegu via AkShare
2016-03-03,5776.98,33.78,55.56,38.32,37.06,2.87,3.8,3.01,2.960332,csi_500,中证500,Legulegu via AkShare
2016-03-04,5621.56,32.89,53.74,37.63,36.08,2.8,3.68,2.97,3.040438,csi_500,中证500,Legulegu via AkShare
2016-03-07,5752.55,33.6,55.07,38.39,36.8,2.85,3.76,3.03,2.97619,csi_500,CSI 500,Legulegu via AkShare
2016-03-08,5764.33,33.65,55.31,38.61,36.99,2.86,3.78,3.0,2.971768,csi_500,中证500,Legulegu via AkShare
2016-03-09,5617.04,32.84,53.92,37.64,36.06,2.79,3.68,2.94,3.045067,csi_500,CSI 500,Legulegu via AkShare
2016-03-10,5521.95,32.2,53.63,37.27,35.33,2.73,3.61,2.89,3.10559,csi_500,中证500,Legulegu via AkShare
2016-03-11,5508.98,32.13,53.46,37.09,35.2,2.73,3.61,2.87,3.112356,csi_500,CSI 500,Legulegu via AkShare
2016-03-14,5690.59,33.3,55.36,38.28,36.35,2.82,3.73,2.98,3.003003,csi_500,CSI 500,Legulegu via AkShare
2016-03-15,5639.8,33.04,54.4,38.36,36.06,2.8,3.68,2.96,3.026634,csi_500,CSI 500,Legulegu via AkShare
2016-03-16,5562.8,32.57,53.59,37.86,35.48,2.76,3.62,2.91,3.07031,csi_500,中证500,Legulegu via AkShare
2016-03-17,5745.98,33.65,55.56,38.66,36.55,2.85,3.75,2.98,2.971768,csi_500,CSI 500,Legulegu via AkShare
2016-03-18,5949.26,34.74,57.13,40.05,37.58,2.95,3.9,3.07,2.878526,csi_500,CSI 500,Legulegu via AkShare
2016-03-21,6099.48,35.59,58.26,40.85,38.47,3.02,4.0,3.17,2.809778,csi_500,CSI 500,Legulegu via AkShare
2016-03-22,6075.49,35.46,58.17,40.91,38.3,3.01,3.99,3.18,2.820079,csi_500,中证500,Legulegu via AkShare
2016-03-23,6118.97,35.69,58.62,41.08,38.4,3.03,4.03,3.17,2.801905,csi_500,中证500,Legulegu via AkShare
2016-03-24,6018.42,35.16,58.18,40.36,37.89,2.98,3.96,3.11,2.844141,csi_500,中证500,Legulegu via AkShare
2016-03-25,6077.43,35.43,57.53,40.33,38.31,3.0,3.99,3.18,2.822467,csi_500,中证500,Legulegu via AkShare
2016-03-28,6037.78,35.41,57.7,40.55,38.31,2.98,3.97,3.14,2.824061,csi_500,CSI 500,Legulegu via AkShare
2016-03-29,5921.87,34.8,56.32,40.27,37.31,2.93,3.89,3.1,2.873563,csi_500,中证500,Legulegu via AkShare
2016-03-30,6137.5,36.18,58.52,41.8,38.52,3.03,4.04,3.19,2.763958,csi_500,CSI 500,Legulegu via AkShare
2016-03-31,6155.81,36.07,59.52,42.4,38.03,3.05,4.05,3.23,2.772387,csi_500,中证500,Legulegu via AkShare
2016-04-01,6124.53,35.9,59.27,42.39,37.87,3.03,4.03,3.2,2.785515,csi_500,CSI 500,Legulegu via AkShare
2016-04-05,6286.58,37.01,60.98,43.18,38.98,3.12,4.14,3.27,2.701972,csi_500,中证500,Legulegu via AkShare
2016-04-06,6323.43,37.23,60.81,43.8,39.12,3.13,4.16,3.31,2.686006,csi_500,CSI 500,Legulegu via AkShare
2016-04-07,6228.97,36.74,60.94,43.07,38.7,3.09,4.1,3.26,2.721829,csi_500,CSI 500,Legulegu via AkShare
2016-04-08,6168.74,36.44,60.85,42.58,38.02,3.05,4.06,3.24,2.744237,csi_500,CSI 500,Legulegu via AkShare
2016-04-11,6304.3,37.3,62.63,43.15,38.86,3.11,4.15,3.27,2.680965,csi_500,CSI 500,Legulegu via AkShare
2016-04-12,6252.77,37.08,62.28,42.79,38.49,3.08,4.11,3.28,2.696872,csi_500,CSI 500,Legulegu via AkShare
2016-04-13,6344.23,37.56,62.49,43.21,38.99,3.14,4.18,3.3,2.662407,csi_500,CSI 500,Legulegu via AkShare
2016-04-14,6401.85,37.85,62.95,43.3,39.37,3.18,4.22,3.33,2.642008,csi_500,CSI 500,Legulegu via AkShare
2016-04-15,6384.35,37.83,62.91,43.42,39.26,3.16,4.21,3.31,2.643405,csi_500,CSI 500,Legulegu via AkShare
2016-04-18,6281.2,37.18,62.67,42.97,38.64,3.11,4.15,3.24,2.689618,csi_500,CSI 500,Legulegu via AkShare
2016-04-19,6308.23,37.41,62.84,43.04,39.06,3.12,4.16,3.25,2.673082,csi_500,CSI 500,Legulegu via AkShare
2016-04-20,6022.21,35.67,59.77,41.08,37.48,2.97,3.96,3.12,2.803476,csi_500,CSI 500,Legulegu via AkShare
2016-04-21,5970.68,35.36,59.8,40.96,37.19,2.94,3.92,3.17,2.828054,csi_500,CSI 500,Legulegu via AkShare
2016-04-22,6011.32,35.62,61.25,41.88,37.6,2.96,3.94,3.12,2.807412,csi_500,CSI 500,Legulegu via AkShare
2016-04-25,5978.08,35.44,60.63,41.41,37.2,2.94,3.91,3.11,2.82167,csi_500,CSI 500,Legulegu via AkShare
2016-04-26,6046.77,35.69,61.51,41.37,37.19,2.97,3.94,3.13,2.801905,csi_500,CSI 500,Legulegu via AkShare
2016-04-27,6016.7,35.59,61.38,41.03,36.84,2.94,3.91,3.11,2.809778,csi_500,中证500,Legulegu via AkShare
2016-04-28,5990.33,34.94,60.7,40.49,36.61,2.93,3.88,3.07,2.862049,csi_500,中证500,Legulegu via AkShare
2016-04-29,5985.59,34.43,58.8,40.26,36.51,2.92,3.87,3.07,2.904444,csi_500,中证500,Legulegu via AkShare
2016-05-03,6167.45,35.21,60.36,41.73,37.78,3.0,4.0,3.16,2.840102,csi_500,中证500,Legulegu via AkShare
2016-05-04,6169.78,35.15,60.38,41.35,37.71,3.0,4.0,3.14,2.84495,csi_500,中证500,Legulegu via AkShare
2016-05-05,6203.82,35.34,59.71,41.43,37.92,3.02,4.02,3.15,2.829655,csi_500,中证500,Legulegu via AkShare
2016-05-06,5961.49,33.99,58.41,40.34,36.47,2.9,3.87,3.0,2.942042,csi_500,中证500,Legulegu via AkShare
2016-05-09,5743.65,32.85,57.34,38.73,35.22,2.8,3.71,2.89,3.04414,csi_500,中证500,Legulegu via AkShare
2016-05-10,5738.9,32.88,57.13,38.52,35.23,2.81,3.71,2.91,3.041363,csi_500,中证500,Legulegu via AkShare
2016-05-11,5723.41,32.82,56.9,38.4,35.16,2.8,3.7,2.92,3.046923,csi_500,中证500,Legulegu via AkShare
2016-05-12,5726.46,32.86,56.93,38.15,35.21,2.8,3.71,2.91,3.043214,csi_500,CSI 500,Legulegu via AkShare
2016-05-13,5714.31,32.79,56.2,38.54,35.14,2.8,3.7,2.93,3.04971,csi_500,中证500,Legulegu via AkShare
2016-05-16,5812.54,33.34,57.17,39.23,35.72,2.84,3.77,2.98,2.9994,csi_500,中证500,Legulegu via AkShare
2016-05-17,5790.34,33.2,57.08,38.58,35.58,2.83,3.75,2.99,3.012048,csi_500,CSI 500,Legulegu via AkShare
2016-05-18,5631.19,32.31,55.97,37.73,34.62,2.76,3.65,2.91,3.095017,csi_500,中证500,Legulegu via AkShare
2016-05-19,5666.73,32.63,55.99,37.94,34.97,2.77,3.67,2.92,3.064664,csi_500,中证500,Legulegu via AkShare
2016-05-20,5732.9,33.04,56.22,38.65,35.39,2.8,3.72,2.95,3.026634,csi_500,中证500,Legulegu via AkShare
2016-05-23,5809.48,33.46,57.06,39.22,35.85,2.84,3.77,3.01,2.988643,csi_500,CSI 500,Legulegu via AkShare
2016-05-24,5743.18,33.07,56.41,38.72,35.42,2.81,3.73,2.96,3.023889,csi_500,中证500,Legulegu via AkShare
2016-05-25,5715.18,32.92,56.26,38.37,35.27,2.8,3.71,2.95,3.037667,csi_500,中证500,Legulegu via AkShare
2016-05-26,5744.39,33.05,55.93,38.94,35.41,2.81,3.74,2.96,3.025719,csi_500,CSI 500,Legulegu via AkShare
2016-05-27,5739.59,33.08,56.51,38.45,35.45,2.8,3.73,2.98,3.022975,csi_500,中证500,Legulegu via AkShare
