date,close,price_percentile,drawdown_pct,price_score,drawdown_score,trend_score,valuation_score,extra_investment_score,method,confidence
2025-01-02,1.5299999713897705,86.3757,-6.1925,13.6243,20.6417,70.0,,27.3555,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-03,1.5160000324249268,81.4815,-7.0509,18.5185,23.503,70.0,,30.5594,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-06,1.5219999551773071,83.8624,-6.683,16.1376,22.2767,70.0,,29.0588,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-07,1.5169999599456787,81.8783,-6.9896,18.1217,23.2986,70.0,,30.3093,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-08,1.5149999856948853,80.9524,-7.1122,19.0476,23.7073,70.0,,30.869,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-09,1.4950000047683716,71.164,-8.3384,28.836,27.7948,50.0,,32.7044,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-10,1.4739999771118164,58.8624,-9.626,41.1376,32.0867,50.0,,39.7423,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-13,1.4589999914169312,50.6614,-10.5457,49.3386,35.1523,50.0,,44.5057,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-14,1.4859999418258667,64.6825,-8.8903,35.3175,29.6342,50.0,,36.2648,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-15,1.4889999628067017,66.6667,-8.7063,33.3333,29.0211,50.0,,35.1574,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-16,1.5,74.4709,-8.0319,25.5291,26.7729,50.0,,30.8586,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-17,1.496000051498413,71.5608,-8.2771,28.4392,27.5904,50.0,,32.4543,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-20,1.493000030517578,69.1799,-8.4611,30.8201,28.2036,50.0,,33.7403,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-21,1.4850000143051147,63.6243,-8.9516,36.3757,29.8385,50.0,,36.8125,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-22,1.468999981880188,55.4233,-9.9326,44.5767,33.1085,50.0,,41.6475,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-23,1.4859999418258667,64.1534,-8.8903,35.8466,29.6342,50.0,,36.5029,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2025-01-24,1.4980000257492063,72.619,-8.1545,27.381,27.1817,50.0,,31.835,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
