date,close,price_percentile,drawdown_pct,price_score,drawdown_score,trend_score,valuation_score,extra_investment_score,method,confidence
2015-01-05,1464.774,86.7725,-11.6274,13.2275,38.758,70.0,,33.5177,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-06,1539.828,96.0317,-7.0993,3.9683,23.6642,70.0,,24.0682,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-07,1523.387,94.0476,-8.0912,5.9524,26.9706,70.0,,26.1183,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-08,1541.887,96.4286,-6.975,3.5714,23.2501,70.0,,23.7447,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-09,1553.239,97.2222,-6.2901,2.7778,20.9671,70.0,,22.5885,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-12,1586.124,98.8095,-4.3061,1.1905,14.3538,70.0,,19.5596,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-13,1601.168,99.0741,-3.3985,0.9259,11.3283,70.0,,18.3816,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-14,1588.007,98.8095,-4.1925,1.1905,13.9751,70.0,,19.427,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-15,1586.335,98.545,-4.2934,1.455,14.3113,70.0,,19.6637,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-16,1639.555,99.6032,-1.0825,0.3968,3.6085,70.0,,15.4415,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-19,1630.065,99.3386,-1.6551,0.6614,5.5169,70.0,,16.2285,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-20,1700.852,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-21,1722.581,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-22,1744.037,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-23,1697.288,99.6032,-2.6805,0.3968,8.935,70.0,,17.3058,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-26,1739.79,99.8677,-0.2435,0.1323,0.8117,70.0,,14.3436,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-27,1743.675,99.8677,-0.0208,0.1323,0.0692,70.0,,14.0838,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-28,1731.413,99.6032,-0.7238,0.3968,2.4128,70.0,,15.023,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-29,1711.372,99.3386,-1.873,0.6614,6.2432,70.0,,16.4828,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-01-30,1680.58,98.9418,-3.6385,1.0582,12.1284,70.0,,18.7211,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-02,1696.829,98.9418,-2.7068,1.0582,9.0227,70.0,,17.6341,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-03,1750.906,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-04,1757.739,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-05,1774.312,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-06,1730.966,99.0741,-2.443,0.9259,8.1433,70.0,,17.2668,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-09,1708.845,98.6772,-3.6897,1.3228,12.299,70.0,,18.8999,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-10,1747.675,99.6032,-1.5013,0.3968,5.0042,70.0,,15.93,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-11,1772.845,99.8677,-0.0827,0.1323,0.2756,70.0,,14.156,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-12,1788.809,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-13,1825.488,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-16,1896.628,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-17,1894.306,99.8677,-0.1224,0.1323,0.4081,70.0,,14.2024,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-25,1876.745,99.7354,-1.0483,0.2646,3.4944,70.0,,15.3421,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-26,1880.388,99.7354,-0.8563,0.2646,2.8542,70.0,,15.118,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-02-27,1928.044,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-02,1986.986,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-03,1961.743,99.8677,-1.2704,0.1323,4.2347,70.0,,15.5417,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-04,2009.827,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-05,2014.786,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-06,1951.398,99.4709,-3.1461,0.5291,10.4871,70.0,,17.9086,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-09,1994.39,99.7354,-1.0123,0.2646,3.3744,70.0,,15.3001,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-10,2045.322,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-11,2035.829,99.8677,-0.4641,0.1323,1.5471,70.0,,14.601,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-12,2018.132,99.7354,-1.3294,0.2646,4.4313,70.0,,15.67,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-13,2069.072,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-16,2142.672,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-17,2137.462,99.8677,-0.2432,0.1323,0.8105,70.0,,14.3432,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-18,2182.919,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-19,2183.878,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-20,2213.766,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-23,2293.649,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-24,2357.969,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-25,2385.014,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-26,2291.789,99.6032,-3.9088,0.3968,13.0293,70.0,,18.7388,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-27,2323.818,99.7354,-2.5659,0.2646,8.5528,70.0,,17.1126,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-30,2290.476,99.3386,-3.9638,0.6614,13.2128,70.0,,18.9221,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-03-31,2335.171,99.7354,-2.0898,0.2646,6.9661,70.0,,16.5572,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-01,2404.909,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-02,2475.325,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-03,2510.16,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-07,2556.698,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-08,2488.158,99.7354,-2.6808,0.2646,8.936,70.0,,17.2467,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-09,2496.487,99.7354,-2.355,0.2646,7.8501,70.0,,16.8666,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-10,2552.829,99.8677,-0.1513,0.1323,0.5044,70.0,,14.2361,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-13,2577.776,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-14,2558.848,99.8677,-0.7343,0.1323,2.4476,70.0,,14.9162,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-15,2441.739,98.9418,-5.2773,1.0582,17.591,70.0,,20.633,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-16,2484.33,99.0741,-3.6251,0.9259,12.0835,70.0,,18.6459,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-17,2463.99,98.8095,-4.4141,1.1905,14.7137,70.0,,19.6855,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-20,2424.848,98.545,-5.9326,1.455,19.7752,70.0,,21.5761,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-21,2566.091,99.8677,-0.4533,0.1323,1.511,70.0,,14.5884,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-22,2634.931,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-23,2706.185,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-24,2734.75,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-27,2747.497,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-28,2687.974,99.6032,-2.1664,0.3968,7.2215,70.0,,16.7061,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-29,2797.524,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-04-30,2857.89,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-04,2845.252,99.8677,-0.4422,0.1323,1.474,70.0,,14.5754,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-05,2783.443,99.6032,-2.605,0.3968,8.6832,70.0,,17.2177,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-06,2846.558,99.8677,-0.3965,0.1323,1.3217,70.0,,14.5221,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-07,2806.047,99.6032,-1.814,0.3968,6.0468,70.0,,16.2949,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-08,2973.596,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-11,3146.83,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-12,3250.296,100.0,0.0,0.0,0.0,70.0,,14.0,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
2015-05-13,3192.147,99.8677,-1.789,0.1323,5.9635,70.0,,16.1468,"Composite: 45% price percentile, 35% drawdown, 20% trend",price_only
